n_estimators,min_samples_split,n_jobs,max_depth,spa,bias,var,loss
2,4,0,2,4,0.36577777777777776,5.210425240054897e-05,0.13384548696844992
3,3,0,3,4,0.3658148148148148,3.0172839506173032e-05,0.13385065157750345
0,2,0,0,0,0.3658888888888888,4.263923182441726e-05,0.13391731824417002
4,4,0,0,2,0.3659259259259259,1.925925925925904e-05,0.13392104252400544
4,0,0,0,2,0.36596296296296293,1.3873799725651591e-05,0.13394276406035663
0,4,0,0,2,0.36596296296296305,1.4340192043895631e-05,0.13394323045267495
0,1,0,0,2,0.366,1.0351165980795665e-05,0.1339663511659808
1,3,0,3,4,0.36596296296296293,4.641152263374516e-05,0.13397530178326472
3,4,0,1,4,0.366,3.405486968449888e-05,0.1339900548696845
3,1,0,0,2,0.36603703703703705,2.321810699588494e-05,0.13400633058984912
0,4,0,0,1,0.36611111111111116,1.7517146776406105e-05,0.1340548628257888
1,3,0,0,3,0.36611111111111105,2.875171467764053e-05,0.13406609739368994
1,0,0,0,2,0.3661481481481481,2.4998628257887615e-05,0.13408946502057612
3,0,0,1,4,0.3661481481481481,2.8688614540466557e-05,0.1340931550068587
4,2,0,0,3,0.36629629629629634,2.941015089163225e-05,0.13420238683127575
0,3,0,0,3,0.3663333333333333,3.015637860082314e-05,0.1342302674897119
1,0,0,0,3,0.36637037037037035,1.0762688614540501e-05,0.1342380109739369
3,1,0,0,3,0.36637037037037046,1.2491083676269011e-05,0.1342397393689987
3,2,0,0,3,0.36637037037037046,2.088614540466384e-05,0.13424813443072708
4,0,0,1,4,0.3664074074074074,3.468587105624132e-05,0.13428907407407406
1,4,0,0,3,0.36644444444444446,2.9058984910836453e-05,0.1343105898491084
0,2,0,0,1,0.36644444444444446,3.543758573388199e-05,0.13431696844993143
2,3,0,1,4,0.3664814814814814,2.7832647462277047e-05,0.13433650891632368
2,4,0,0,3,0.3664814814814814,2.825788751714663e-05,0.13433693415637854
4,3,0,0,3,0.36651851851851835,1.8551440329218047e-05,0.1343543758573387
1,3,0,1,4,0.3664814814814815,5.853223593964334e-05,0.13436720850480113
2,1,0,0,3,0.36651851851851847,3.207681755829906e-05,0.13436790123456785
4,4,0,0,3,0.3665555555555555,1.4342935528120698e-05,0.13437731824417007
1,4,0,1,4,0.36651851851851847,5.014266117969844e-05,0.13438596707818926
0,1,0,0,1,0.3665925925925926,1.0584362139917592e-05,0.13440071330589848
2,4,0,1,4,0.3665555555555555,4.838957475994542e-05,0.13441136488340188
1,2,0,1,4,0.3665925925925926,4.980246913580249e-05,0.13443993141289437
4,0,0,0,3,0.3666666666666667,1.919067215363499e-05,0.13446363511659812
1,2,0,0,2,0.3666666666666667,2.2400548696844707e-05,0.13446684499314132
0,4,0,0,0,0.3666666666666667,3.3264746227709276e-05,0.13447770919067217
0,3,0,1,4,0.36670370370370375,4.263923182441702e-05,0.13451424554183816
1,1,0,0,3,0.3667407407407407,1.9212620027434836e-05,0.1345179835390946
2,4,0,0,2,0.36677777777777776,2.3080932784636454e-05,0.13454901920438955
1,0,0,0,0,0.36677777777777787,2.633196159122101e-05,0.13455227023319621
1,0,0,1,4,0.3667407407407408,5.5165980795610416e-05,0.13455393689986286
1,2,0,0,3,0.36677777777777776,3.556378600823064e-05,0.13456150205761314
4,1,0,1,4,0.36677777777777776,4.133882030178344e-05,0.1345672770919067
3,1,0,1,4,0.3668148148148148,2.482030178326479e-05,0.13457792866941015
0,2,0,0,3,0.3668518518518519,1.759945130315502e-05,0.13459788065843625
3,3,0,0,3,0.3668888888888888,2.0663923182441512e-05,0.13462812071330585
4,3,0,2,4,0.3669259259259259,3.276543209876572e-05,0.1346674005486968
2,2,0,0,0,0.366925925925926,3.534430727023339e-05,0.13466997942386835
4,4,0,1,4,0.367,4.018381344307267e-05,0.13472918381344307
2,0,0,0,0,0.36703703703703705,2.124828532235948e-05,0.13473743484224965
4,1,0,0,3,0.36703703703703705,2.2208504801097426e-05,0.13473839506172838
3,4,0,0,0,0.36703703703703705,3.57338820301785e-05,0.13475192043895748
3,3,0,1,4,0.36703703703703705,3.784636488340172e-05,0.1347540329218107
4,2,0,0,0,0.3670740740740741,2.995061728395082e-05,0.13477332647462278
1,4,0,3,4,0.36711111111111117,3.244993141289457e-05,0.13480301783264748
3,2,0,1,4,0.36711111111111117,3.710013717421115e-05,0.1348076680384088
3,2,0,0,0,0.36711111111111117,3.913031550068597e-05,0.13480969821673527
3,0,0,2,4,0.3671481481481481,3.646913580246924e-05,0.13483423182441698
4,3,0,0,0,0.3672222222222222,3.226337448559676e-05,0.13488442386831276
3,1,0,2,4,0.3672222222222222,3.578875171467758e-05,0.13488794924554184
3,2,0,2,4,0.3672222222222221,4.368998628257864e-05,0.13489585048010966
0,4,0,0,3,0.36729629629629623,3.7237311385459575e-05,0.1349438065843621
0,2,0,0,2,0.3673333333333334,2.1187928669410136e-05,0.13495496570644722
0,4,0,2,4,0.3673333333333334,4.010425240054868e-05,0.13497388203017838
1,1,0,1,4,0.36737037037037035,2.3133058984910886e-05,0.13498412208504798
4,2,0,1,4,0.36737037037037035,3.674074074074058e-05,0.13499772976680383
3,0,0,0,0,0.36737037037037035,4.4737997256515725e-05,0.1350057270233196
0,0,0,0,0,0.3674074074074074,3.456790123456802e-05,0.13502277091906723
1,4,0,0,0,0.36744444444444446,3.1871056241426684e-05,0.13504729080932784
4,3,0,1,4,0.36744444444444446,3.2364883401920426e-05,0.13504778463648834
2,4,0,0,0,0.36744444444444446,3.689163237311405e-05,0.13505231138545953
4,2,0,2,4,0.36744444444444446,4.055418381344288e-05,0.13505597393689986
0,0,0,0,2,0.36748148148148163,1.7868312757201613e-05,0.13506050754458174
0,1,0,1,4,0.36744444444444446,4.580795610425232e-05,0.13506122770919068
4,0,0,0,0,0.3674814814814815,2.8471879286694073e-05,0.13507111111111114
3,3,0,0,0,0.3674814814814814,3.0364883401920615e-05,0.13507300411522627
1,3,0,0,0,0.3675185185185186,4.0227709190672204e-05,0.13511008916323736
0,0,0,0,3,0.3675925925925926,4.069958847736592e-05,0.1351650137174211
1,2,0,0,0,0.36762962962962964,2.8949245541838364e-05,0.1351804938271605
2,1,0,0,2,0.36770370370370364,1.6469135802469128e-05,0.13522248285322355
2,2,0,2,4,0.36770370370370364,2.9775034293552964e-05,0.13523578875171463
0,3,0,0,0,0.36770370370370364,3.039231824417012e-05,0.13523640603566525
0,4,0,1,4,0.36770370370370364,4.5632373113854537e-05,0.13525164609053494
3,2,0,3,4,0.3677407407407407,2.862002743484224e-05,0.13526187242798351
1,1,0,0,0,0.3677407407407408,3.095198902606317e-05,0.13526420438957482
4,4,0,0,0,0.36777777777777776,3.6447187928669546e-05,0.13529694101508916
2,3,0,0,3,0.3678518518518519,2.3821673525377243e-05,0.13533880658436215
2,2,0,0,3,0.36788888888888893,2.4973936899862785e-05,0.13536720850480113
2,1,0,0,0,0.367925925925926,2.8496570644719e-05,0.13539798353909469
2,3,0,0,0,0.367925925925926,3.3174211248285294e-05,0.13540266117969826
3,1,0,0,0,0.36796296296296294,2.33882030178328e-05,0.13542013031550068
2,0,0,1,4,0.36796296296296294,3.610425240054866e-05,0.1354328463648834
2,1,0,2,4,0.3680000000000001,2.3558299039780572e-05,0.13544755829903984
1,3,0,2,4,0.36803703703703705,3.4027434842249595e-05,0.13548528806584362
2,0,0,2,4,0.36803703703703705,3.6524005486968394e-05,0.13548778463648836
0,2,0,1,4,0.36811111111111106,2.8345679012345625e-05,0.13553413580246912
0,2,0,2,4,0.3683333333333334,3.7187928669410043e-05,0.1357066323731139
0,0,0,0,1,0.3684074074074075,2.135253772290787e-05,0.13574537037037043
0,3,0,3,4,0.36844444444444446,2.6537722908093427e-05,0.1357778463648834
0,1,0,0,3,0.36844444444444446,2.7017832647462286e-05,0.1357783264746228
0,1,0,0,0,0.36844444444444446,3.03237311385458e-05,0.13578163237311386
4,0,0,2,4,0.36844444444444435,3.808779149519888e-05,0.13578939643347043
4,1,0,2,4,0.3684814814814814,4.0074074074074304e-05,0.1358186762688614
4,1,0,0,0,0.3686666666666666,2.8441700960219194e-05,0.13594355281207127
4,2,0,3,4,0.36881481481481493,4.137997256515781e-05,0.13606574759945136
4,0,0,3,4,0.3688518518518519,3.1679012345679146e-05,0.13608336762688616
3,1,0,3,4,0.36918518518518517,1.866392318244167e-05,0.13631636488340193
4,1,0,3,4,0.3692592592592593,2.994513031550062e-05,0.1363823456790124
2,2,0,3,4,0.36937037037037035,3.151714677640637e-05,0.13646598765432097
1,2,0,2,4,0.3694074074074074,3.6576131687242894e-05,0.13649840877914954
0,3,0,2,4,0.36962962962962964,5.6858710562414304e-05,0.1366829218106996
0,0,0,1,4,0.3697407407407407,4.4905349794238806e-05,0.13675312071330586
1,1,0,2,4,0.36988888888888893,2.3958847736625693e-05,0.13684174897119344
3,0,0,3,4,0.3703333333333333,4.298216735253777e-05,0.1371897599451303
1,0,0,2,4,0.3704074074074075,2.9456790123456887e-05,0.13723110425240062
2,0,0,3,4,0.3705555555555555,5.644718792866914e-05,0.13736786694101505
0,1,0,2,4,0.3712592592592593,1.834567901234572e-05,0.13785178326474626
1,0,0,3,4,0.37129629629629624,3.294924554183822e-05,0.13789388888888884
2,1,0,3,4,0.37155555555555553,2.966529492455408e-05,0.13808319615912204
1,2,0,3,4,0.3716666666666666,4.085048010973924e-05,0.13817696159122078
0,2,0,3,4,0.3722592592592593,2.598628257887527e-05,0.1386029423868313
1,1,0,3,4,0.37270370370370376,1.564609053497932e-05,0.13892369684499317
0,0,0,0,4,0.37377777777777776,5.098216735253782e-05,0.13976080932784635
0,0,0,3,4,0.374,3.205212620027402e-05,0.13990805212620028
3,1,0,0,4,0.3742592592592593,4.5596707818929806e-05,0.14011558984910838
3,0,0,0,4,0.3743333333333332,3.945953360768178e-05,0.140164903978052
3,3,0,0,4,0.3744074074074073,4.1994513031549756e-05,0.14022290123456782
4,0,0,0,4,0.3745185185185186,4.5934156378600964e-05,0.14031005486968454
0,1,0,0,4,0.37462962962962965,4.29766803840877e-05,0.14039033607681756
4,1,0,0,4,0.3746666666666666,3.800274348422524e-05,0.1404131138545953
1,1,0,0,4,0.3746666666666667,3.820850480109718e-05,0.14041331961591225
0,1,0,3,4,0.3748148148148147,1.3607681755830069e-05,0.14049975308641965
0,0,0,2,4,0.37477777777777777,4.241975308641964e-05,0.1405008024691358
2,2,0,0,4,0.37488888888888894,3.825240054869729e-05,0.1405799314128944
1,0,0,0,4,0.375,6.377229080932788e-05,0.14068877229080934
2,1,0,0,4,0.37503703703703706,3.675445816186517e-05,0.14068953360768177
2,0,0,0,4,0.37503703703703706,3.823593964334683e-05,0.14069101508916326
3,2,0,0,4,0.37503703703703706,4.080109739369033e-05,0.14069358024691359
4,4,0,0,4,0.3751481481481481,4.01838134430729e-05,0.14077631687242795
1,2,0,0,4,0.37514814814814823,5.5094650205761063e-05,0.14079122770919072
4,2,0,0,4,0.3751851851851852,3.598079561042512e-05,0.14079990397805212
2,4,0,0,4,0.3751851851851852,5.3017832647462376e-05,0.14081694101508915
1,3,0,0,4,0.37537037037037035,4.629629629629636e-05,0.1409492112482853
4,3,0,0,4,0.3754074074074074,3.388751714677631e-05,0.14096460905349795
1,4,0,0,4,0.3754814814814815,3.08998628257889e-05,0.14101724279835393
2,3,0,0,4,0.3755925925925926,4.726200274348425e-05,0.14111705761316873
3,4,0,0,4,0.3758518518518519,3.438408779149524e-05,0.1412989986282579
0,2,0,0,4,0.376,5.5097393689986215e-05,0.14143109739368998
0,3,0,0,4,0.37614814814814823,6.014266117969793e-05,0.14154757201646098
0,4,0,0,4,0.3762592592592593,4.487517146776432e-05,0.14161590534979426
