weights,n_neighbors,metric,spa,bias,var,loss
0,2,0,3,0.3753333333333334,1.619204389574782e-05,0.14089130315500692
0,1,1,2,0.3754074074074074,1.375034293552822e-05,0.1409444718792867
0,1,2,2,0.3754074074074074,1.375034293552822e-05,0.1409444718792867
1,3,1,3,0.375925925925926,1.1001371742112404e-05,0.14133130315500692
1,3,2,3,0.375925925925926,1.1001371742112404e-05,0.14133130315500692
0,1,1,1,0.37585185185185177,6.782716049382709e-05,0.14133244170096015
0,1,2,1,0.37585185185185177,6.782716049382709e-05,0.14133244170096015
1,0,1,0,0.37603703703703706,2.9912208504801303e-05,0.14143376543209876
1,0,2,0,0.37603703703703706,2.9912208504801303e-05,0.14143376543209876
1,3,0,4,0.3761851851851852,1.5838134430726936e-05,0.1415311316872428
1,0,2,1,0.3765185185185185,6.288065843621409e-06,0.14177248285322358
1,0,1,1,0.3765185185185185,6.288065843621409e-06,0.14177248285322358
1,2,2,3,0.3765925925925926,1.2161865569273053e-05,0.1418341426611797
1,2,1,3,0.3765925925925926,1.2161865569273053e-05,0.1418341426611797
1,1,1,3,0.3772592592592593,2.2625514403292156e-05,0.14234717421124832
1,1,2,3,0.3772592592592593,2.2625514403292156e-05,0.14234717421124832
1,0,1,2,0.37748148148148153,2.7305898491083655e-05,0.14251957475994517
1,0,2,2,0.37748148148148153,2.7305898491083655e-05,0.14251957475994517
1,1,0,3,0.3775925925925925,3.8916323731138296e-05,0.14261508230452666
1,2,0,4,0.37788888888888883,4.716872427983529e-05,0.1428471810699588
0,3,0,4,0.378074074074074,5.9615912208503505e-06,0.14294596707818924
0,3,2,3,0.37811111111111106,1.1912208504801138e-05,0.1429799245541838
0,3,1,3,0.37811111111111106,1.1912208504801138e-05,0.1429799245541838
1,3,1,4,0.3781111111111112,1.680932784636487e-05,0.14298482167352544
1,3,2,4,0.3781111111111112,1.680932784636487e-05,0.14298482167352544
1,0,1,3,0.3796666666666667,2.6919067215363305e-05,0.14417369684499318
1,0,2,3,0.3796666666666667,2.6919067215363305e-05,0.14417369684499318
0,0,2,0,0.3800000000000001,1.1028806584361986e-05,0.14441102880658443
0,0,1,0,0.3800000000000001,1.1028806584361986e-05,0.14441102880658443
0,2,2,3,0.38029629629629635,1.7182441700960288e-05,0.1446424554183814
0,2,1,3,0.38029629629629635,1.7182441700960288e-05,0.1446424554183814
0,0,0,1,0.3804074074074075,2.235116598079567e-05,0.1447321467764061
0,2,2,4,0.38055555555555554,2.0699588477366493e-05,0.1448432304526749
0,2,1,4,0.38055555555555554,2.0699588477366493e-05,0.1448432304526749
1,2,2,4,0.3805925925925926,1.7646090534979473e-05,0.14486836762688615
1,2,1,4,0.3805925925925926,1.7646090534979473e-05,0.14486836762688615
0,2,0,4,0.38070370370370366,2.797530864197542e-05,0.14496328532235936
0,3,1,4,0.38103703703703695,7.607681755829944e-06,0.1451968312757201
0,3,2,4,0.38103703703703695,7.607681755829944e-06,0.1451968312757201
0,0,2,2,0.3811851851851852,1.5975308641975555e-05,0.14531812071330588
0,0,1,2,0.3811851851851852,1.5975308641975555e-05,0.14531812071330588
1,0,0,3,0.3812592592592594,2.6960219478737992e-05,0.14538558299039792
0,1,2,3,0.3814074074074074,3.855418381344304e-05,0.1455101646090535
0,1,1,3,0.3814074074074074,3.855418381344304e-05,0.1455101646090535
0,1,0,3,0.3817407407407407,4.4960219478737915e-05,0.14577095336076817
0,0,2,1,0.38181481481481483,2.1500685871056273e-05,0.1458040534979424
0,0,1,1,0.38181481481481483,2.1500685871056273e-05,0.1458040534979424
0,1,0,4,0.38288888888888883,4.238134430727016e-05,0.1466462825788751
1,1,0,4,0.38288888888888883,4.870507544581619e-05,0.14665260631001367
0,0,1,3,0.38470370370370366,2.6496570644718844e-05,0.14802343621399172
0,0,2,3,0.38470370370370366,2.6496570644718844e-05,0.14802343621399172
1,1,1,4,0.3847407407407407,2.3492455418381143e-05,0.14804893004115224
1,1,2,4,0.3847407407407407,2.3492455418381143e-05,0.14804893004115224
0,0,0,3,0.38496296296296295,1.0910836762688578e-05,0.14820739368998628
0,1,1,4,0.38670370370370366,3.163786008230476e-05,0.14957139231824415
0,1,2,4,0.38670370370370366,3.163786008230476e-05,0.14957139231824415
1,0,0,4,0.3893333333333333,6.044718792866977e-05,0.1516408916323731
1,0,1,4,0.3906666666666666,1.7621399176954752e-05,0.15263806584362136
1,0,2,4,0.3906666666666666,1.7621399176954752e-05,0.15263806584362136
0,0,0,4,0.39088888888888884,5.259807956104193e-05,0.15284672153635112
0,0,2,4,0.391074074074074,1.8935528120713327e-05,0.15295786694101504
0,0,1,4,0.391074074074074,1.8935528120713327e-05,0.15295786694101504
